,index,title,authors,average_rating,isbn,language_code,  num_pages,ratings_count,text_reviews_count,publisher,summary,day,month,year,fiction,novel,speculative_fiction,science_fiction,mystery,suspense,fantasy,children_literature
300,301,Birds Without Wings,Louis de Bernières,4.16,0436205491,eng,640,48,8,Secker," The story is set in Eskibahçe, a small fictional village in southwestern coastal Anatolia during the 1900s, spanning World War I and the era of Turkish nationalism. The Battle of Gallipoli takes place halfway through the novel. Although fiction, the setting of Eskibahçe is based upon Kayaköy (Greek: Levissi Λεβισσι) village near Fethiye, the ruins of which still exist today. Once a thriving Greek village, this town of over one thousand houses, two churches, fourteen chapels, and two schools, was completely deserted in 1923 when the Greek inhabitants living there, along with a vast number of Greeks living throughout Turkey were deported to Greece through a massive government mandated population exchange between the two countries following the Turkish war of independence. Historically, Turks and Greeks had lived together in this region for centuries, the Turks as farmers in the Kaya valley and the Greeks living on the hillside dealing in crafts and trades. A Greek presence in this region goes back for centuries. Since then, the village of Kayakoy, as it is called in Turkish, or Karmylassos, as it was called in Greek, which had been continually inhabited since at least the 13th century, has stood empty and crumbling, with only the breeze from the mountains and mist from the sea blowing through its empty houses and streets. Attempts by the Turkish government to get Turks deported from Greece to inhabit the village failed, and eventually, in the 1950s, the roofs of all the houses were removed. Some of its characters are also present in the author's earlier novel Captain Corelli's Mandolin. The book includes a vivid and detailed description of the horrors of life in the trenches during World War I.",1,7,2004,0,0,0,0,0,0,0,0
301,302,Picture This,Joseph Heller,3.68,0684868199,en-US,352,1219,67,Simon  Schuster," Like in Heller's version of King David's story, God Knows, the author changes little in the storyline of the original – he execrates narrative, and denies historical counterpoints, both explicit, some implicit. Incomprehension may have contributed to a critical redemption of this book, along with less weight for humour and a sobering conclusion.",24,3,2000,0,0,0,0,0,0,0,0
302,303,The Moviegoer,Walker Percy,3.68,0375701966,eng,242,21634,1660,Vintage Books USA," The Moviegoer tells the story of Binx Bolling, a young stock-broker in postwar New Orleans. The decline of southern U.S. tradition, the problems of his family and his traumatic experiences in the Korean War have left him alienated from his own life. He day-dreams constantly, has trouble engaging in lasting relationships and finds more meaning and immediacy in movies and books than in his own routine life. The loose plot of the novel follows Binx as he embarks on an undefined ""search,"" wandering around New Orleans, Chicago and the Gulf Coast reflecting philosophically on small episodes and interactions. He is constantly challenged to define himself in relation to friends, family, sweet-hearts and career despite his urge to remain vague and open to possibility. ""What is the nature of the search? you ask. Really it is very simple; at least for a fellow like me. So simple that it is easily overlooked. The search is what anyone would undertake if he were not sunk in the everydayness of his own life."" The novel is heavily influenced by the existentialist themes of authors like Søren Kierkegaard, whom Percy read extensively. Unlike many dark didactic existentialist novels (including Percy's later work), The Moviegoer has a light poetic tone. It was Percy's first, most famous, and most widely praised novel.",14,4,1998,1,0,1,0,0,0,0,0
303,304,A Farewell to Arms,Ernest Hemingway,3.8,0684174693,eng,336,174,30,MacMillan Publishing Company," The novel is divided into five books. In the first book, Rinaldi introduces Henry to Catherine Barkley; Henry attempts to seduce her, and their relationship begins. While on the Italian front, Henry is wounded in the knee by a mortar shell and sent to a hospital in Milan. The second book shows the growth of Henry and Catherine's relationship as they spend time together in Milan over the summer. Henry falls in love with Catherine and, by the time he is healed, Catherine is three months pregnant. In the third book, Henry returns to his unit, but not long afterwards the Austrians break through the Italian lines in the Battle of Caporetto, and the Italians retreat. Henry kills an engineering sergeant for insubordination. After falling behind and catching up again, Henry is taken to a place by the ""battle police"", where officers are being interrogated and executed for the ""treachery"" that supposedly led to the Italian defeat. However, after seeing and hearing that everyone interrogated is killed, Henry escapes by jumping into a river. In the fourth book, Catherine and Henry reunite and flee to Switzerland in a rowboat. In the final book, Henry and Catherine live a quiet life in the mountains until she goes into labor. After a long and painful birth, their son is stillborn. Catherine begins to hemorrhage and soon dies, leaving Henry to return to their hotel in the rain.",1,2,1982,1,1,0,0,0,0,0,0
304,305,Shopgirl,Steve Martin,3.43,0786891076,eng,130,30067,2166,Hachette Books," Its titular character is young, lonely, depressed, Vermont transplant Mirabelle Buttersfield, who sells expensive evening gloves nobody ever buys at Neiman Marcus in Beverly Hills and spends her evenings watching television with her two cats. She attempts to forge a relationship with middle-aged, womanizing, Seattle millionaire Ray Porter while being pursued by socially inept and unambitious slacker Jeremy. Also playing roles in her life are her father, a dysfunctional Vietnam War veteran, and Lisa, her promiscuous, image-obsessed co-worker and voracious rival.",1,1,2000,1,0,0,0,0,0,0,0
305,306,Shopgirl,Steve Martin,3.43,0786866586,eng,130,1229,147,Hyperio," Its titular character is young, lonely, depressed, Vermont transplant Mirabelle Buttersfield, who sells expensive evening gloves nobody ever buys at Neiman Marcus in Beverly Hills and spends her evenings watching television with her two cats. She attempts to forge a relationship with middle-aged, womanizing, Seattle millionaire Ray Porter while being pursued by socially inept and unambitious slacker Jeremy. Also playing roles in her life are her father, a dysfunctional Vietnam War veteran, and Lisa, her promiscuous, image-obsessed co-worker and voracious rival.",11,9,2000,1,0,0,0,0,0,0,0
306,307,Where Rainbows End,Cecelia Ahern,3.94,0007189958,eng,454,652,109,HarperCollins," Rosie and Alex were best friends since they were very young, confiding in each other and telling each other everything. The story is told through the form of instant messages, letters, invitations, e-mails, throughout their teen and senior high school years and into their adult lives. de:Für immer vielleicht it:Scrivimi ancora",8,11,2004,0,1,0,0,0,0,0,0
307,308,Harvesting the Heart,Jodi Picoult,3.6,0140230270,eng,453,39611,2473,Penguin Books," Paige O'Toole only has a few memories of her mother, who left her when she was five, one of the most vivid being painting winged horses on the ceiling of her childhood home. After she grows up, marries Nicholas and gets pregnant, she starts to doubt her own maternal love and ability, based on her history and lack of maternal care as a child. After their son Max slips off the couch and gets a nosebleed, she, questioning her own competence as a mother, flees and goes on a journey of self-discovery. Paige revisits her childhood home in Chicago and tracks down her mother, now teaching children how to ride horses. She understands more about her childhood and her mother, and returns to her husband and child.",1,4,1995,0,1,0,0,0,0,0,0
308,309,The Tenth Circle,Jodi Picoult,3.5,074349671X,eng,416,108646,5039,Allen & Ulwin," When freshman Trixie Stone accuses her ex-boyfriend Jason Underhill of raping her, everyone is quick to take his side when he claims their intercourse was consensual. Trixie's parents, Daniel, a mild mannered comic book artist from a harsh background, and Laura, a college professor sleeping with one of her students, become involved, and Jason, whose life is supposedly ruined, leaps from a bridge. Although first presumed to be suicide, Trixie is suspected of pushing him, and so she flees to the Yup'ik region of Alaska where her father grew up, and Daniel and Laura follow. At the end of the book, Laura confesses to Daniel that she was there when Jason died. Jason (who was drunk) came lunging at her because he thought she was Trixie. Laura pushed him off the bridge but he held on. Laura reached to his hand but then let go, thus revealing that Trixie is innocent but Laura is not. The book concludes with the final chapter of Daniel's comic showing a father reunited with his daughter after saving her from hell. The main plot and subplots are juxtaposed throughout the book with Daniel's latest comic, The Tenth Circle, which parallels Daniel's life.",24,10,2006,1,0,0,0,0,0,0,0
309,310,Picture Perfect,Jodi Picoult,3.54,0425185508,eng,369,46383,2502,Berkley," Cassie Barrett, a renowned anthropologist, awakes lying atop a grave, suffering from amnesia and unable to recall any details about herself or her situation. She is taken in by Will Flying Horse, a half-Lakota Los Angeles police officer, until she is retrieved by her husband, Alex Rivers, a Hollywood celebrity. As she returns to her Bel Air mansion, it would appear she lives a picture perfect life, until memories gradually return to her. She remembers their whirlwind romance in Tanzania, her deep and unconditional love for Alex and the beatings she received from him. She tells us the story of her and Alex's relationship and unfortunately, it's not even close to the perfect picture she had been led to believe. After finding a positive pregnancy test in her bathroom, she remembers why she left before (to protect her baby) and flees to Will who hides her on the Lakota reservation in South Dakota. She grows to love the Reservation and the people there. Meanwhile, Alex's life is falling apart. He is lost without Cassie, and even after winning three Oscars, he can't live without her. Rumours fly around concerning Cassie's disappearance, tarnishing Alex's reputation. On the night of the Oscars, Cassie calls to tell Alex she is proud of him. A while after giving birth, she calls Alex again and tells him where she is but that she isn't coming home for another month. She makes him promise he won't come for her yet. He breaks his promise and shows up outside the Flying Horses' house two weeks later. They reunite and Cassie tells Alex of their son, Connor. Cassie tells Alex she only left to protect their baby, that she would never have left because of Alex. Cassie agrees to go back to LA with Alex and Connor if he promises he will see a therapist and won't ever beat her again. Alex promises and they return home together with their son, returning Alex's perfect reputation. However, their happiness is short-lived. Alex stops showing up at therapy, and more rumours fly about Cassie's whereabouts and whether Alex is truly Connor's father. After finding out about the rumours, Alex beats Cassie. Later that night, Alex begs Cassie not to leave again. He says he would do anything and she replies that she knows this. After he says he can't let her go and Cassie agrees that he can't. Cassie finally realizes that she can't stay with Alex at all, even though she loves him. She knows she has to do more than try to leave, as he won't let her go. She realises she has to do something to make him hate her, so that they can both be free. Cassie holds a press conference, announcing she is divorcing Alex on grounds of extreme cruelty. She knows this will ruin Alex, and kill her as she is forcing Alex to stop loving her but she can't stop loving him. She sees him in the crowd of reporters and when a reporter asks if she could say anything to Alex right at this moment, what it would be, she says 'I'd say what he always said to me. I never meant to hurt you.""",2,7,2002,0,0,0,0,0,0,0,0
310,311,Songs of the Humpback Whale,Jodi Picoult,3.2,0743431014,eng,346,27590,1838,Washington Square Press," Jane Jones, a speech pathologist, has been married to Oliver Jones for almost twenty years. Together, they have a teenage daughter named Rebecca. Oliver, a world-renowned marine biologist, has a history of being emotionally abusive and unavailable. After an argument that culminated in Jane slapping Oliver, Jane calls her brother, Joley, who is living and working on an apple orchard in Massachusetts. Through a series of letters, he guides her and Rebecca across the country until they are reunited, while Oliver begins tracking them down. The orchard is owned by Sam, who employs and lodges his friend, Hadley, as well as Jane's brother, Joley. Soon, Jane and Sam begin an affair, and a relationship develops between Rebecca and Hadley. This is controversial, because Hadley is 25 and Rebecca is 15 (Jane is 35 and Sam is 25). Jane is worried about Rebecca and persuades Sam to chase Hadley away. Sam agrees reluctantly. Eventually, Oliver is able to track Jane and Rebecca to the orchard. He arrives there with the intention of bringing them back to San Diego. However, Rebecca, afraid of being separated from Hadley, runs away to his mother's house where he is staying. They are discovered one morning on top of a mountain and confronted by Oliver, along with Sam and a park ranger. Hadley falls from the mountain to his death. Sick with pneumonia from spending the night outside, Rebecca has no choice but to return to the farm. Confronted with the consequences of her actions, Jane returns home with Oliver and Rebecca.",1,10,2001,1,0,0,0,0,0,0,0
311,312,Salem Falls,Jodi Picoult,3.82,0743418719,eng,434,67431,3066,Washington Square Press," Jack is a highly educated high school teacher at a private school for girls in New England. When Jack is falsely accused of having an inappropriate relationship with one of his students, he pleads guilty to a lesser charge and is sentenced to eight months in prison. Jack's mother, a crusader for women's rights, running an improvised ""halfway house"" for prostitutes refuses to believe his claims of innocence and abandons him. After serving his sentence, Jack wants to have a fresh start, which he finds when he wanders into a diner in Salem Falls, New Hampshire. Without revealing the details of his past, he is hired on as a dishwasher, assisting the owner in the kitchen. He begins a romantic relationship with Addie Peabody, the woman who co-owns and operates the diner with her father and is mourning the death of her young daughter, Chloe, from bacterial meningitis at ten years old. Under New Hampshire law, Jack is required to register with the local police department as a convicted sex offender. As this is a matter of public record, soon the entire town becomes aware of his past. Addie Peabody does not change her attitude towards Jack. The novel also revolves around local teenage girls who experiment with Wicca: manipulative, disturbed Gillian, daughter of Amos Duncan the most prominent businessman in Salem Falls; Chelsea (in whom Jordan McAfee's son, Thomas, takes an active interest); Whitney and Meg take an interest in Jack. Although he does his best to stay away from them, one night he accidentally stumbles upon them in the woods while they are celebrating the Wiccan holiday of Beltane. Because of his past and the prevailing attitude in Salem Falls that Jack should not be there, he is quickly accused of sexually assaulting Gillian. Due to his intoxicated state at the time, Jack is unable to recall where he was that night. Jack is defended by Jordan McAfee and assisted by Selena Damascus. Throughout the trial, Jordan manages to cast reasonable doubt on Gillian's testimony. Meg, however, confides in Addie that she remembers Jack touching her in a sexual manner. Addie believes her because she thinks that ""no woman would lie about something like that"", and takes Meg to report the incident to policeman Charlie, who is Meg's father. Clues begin to unravel that Gillian has been lying about the assault. Sources tell that she and her clique were taking drugs on the night of Beltane that cause hallucinations. The initial blood screening when Gillian was given a rape exam showed no evidence of drugs in her system. Jordan does not believe this and hires a private toxicologist to run tests on the blood samples, which reveal extreme amounts of a hallucinogen. It is also discovered through her previous psychiatric records that Gillian was known for being a compulsive liar as a child after the death of her mother. Chelsea gets an attack of conscience, though, and mails ""The Book of Shadows"" (a witch's handbook, and proof that they are part of a witch's coven) to Thomas, who takes it to Jordan. Jordan then uses it against Gillian, who claims she ""didn't want to be labeled a slut"". Jack is pronounced not guilty. After the trial, Meg reveals to Charlie that Gillian convinced them to make it all up, as a game, to see if they could ruin his life because Gillian was attracted to Jack and he turned her down. Her reports of Jack having touched her inappropriately are revealed through flashback to have been accidental contact with her breast while saving her from a fall. Charlie reluctantly agrees to protect her. It is revealed that Addie, too, was gang-raped at sixteen by Charlie and Amos, so therefore Addie never knew the true identity of Chloe's father. Charlie apologises and Addie appears to accept this. Jack offers to move with Addie to New York, to reconcile with his mother. She agrees. Jordan and Selena - who have been battling their mutual attraction - get together. It is revealed that Chelsea and Thomas conspired - via witchcraft - to do so. The final twist is saved for the final paragraph, when it is revealed that Amos has been raping and otherwise sexually abusing his daughter, Gillian, since she was young, and as the novel ends, seems to continue doing so. It then seems likely that the semen found on her thigh is his, not Jack's.",1,8,2002,0,1,0,0,0,0,0,0
312,313,My Sister's Keeper,Jodi Picoult,4.07,0743454537,eng,423,986711,29652,Washington Square Press," The story takes place in fictional town Upper Darby, Rhode Island in 2004. Anna Fitzgerald's older sister, Kate, suffers from acute promyelocytic leukemia, a blood and bone marrow cancer. Anna was born specifically so she could save Kate's life. At first it is successful, but the cancer continues to relapse throughout Kate's life. Anna is usually willing to donate whatever Kate needs, but when she turns 13, she is told that she will have to donate one of her kidneys. The surgery required for both Kate and Anna would be major; it is not guaranteed to work, as the stress of the operation may well kill Kate anyway; and the loss of a kidney could have a serious impact on Anna's life. Anna petitions for medical emancipation with the help of lawyer Campbell Alexander, so that she will be able to make her own decisions regarding her medical treatment and the donation of her kidney. Anna's mother, Sara, is an ex-lawyer and decides to represent herself and her husband in the lawsuit. Over the course of the novel, she tries on several occasions to make Anna drop the lawsuit. Anna refuses to do so, but the resulting tension between her and her mother result in her moving out of the house to live with her father Brian in the fire station where he works. This is done on the advice of Julia Romano, the court-appointed guardian ad litem whose job it is to decide what would be best for Anna. Julia was once romantically involved with Campbell when they went to school together, but Campbell broke her heart when he left her. Unbeknown to Julia, Campbell left her because he discovered he had epilepsy and thought she deserved better. Meanwhile, Anna's brother Jesse, who has spent most of his life being ignored in favor of ill Kate or donor Anna, spends most of his time setting fire to abandoned buildings with home-made explosives and doing drugs. He is a self-confessed juvenile delinquent. The one moment when his parents pay him any attention is when Brian discovers that it is Jesse who has been setting the fires. Brian forgives him, and by the end of the book, he has reformed and graduated from the police academy. During the trial, it is revealed that Kate asked Anna to sue for emancipation because she did not want Anna to have to transplant, and because she believes that she will die anyway. The judge rules in Anna's favor, and grants Campbell medical power of attorney. However, as Campbell drives her home after the trial, their car is hit by an oncoming truck. Brian, the on-call firefighter who arrives at the scene, retrieves an unconscious and injured Anna from the wreckage of the crushed car and rushes her and Campbell to hospital. At the hospital, the doctor informs Sara and Brian that Anna is brain-dead, that the machines keeping her alive may as well be switched off, and asks them if they have considered organ donation. Campbell steps in, and declares that he has the power of attorney, and ""there is a girl upstairs who needs that kidney."" Kate is prepared for surgery, and Anna's kidney is successfully transplanted. Kate survives the surgery and remains in remission for at least six years (the book ends in 2010). Kate believes that she survived because someone had to go, and Anna took her place. Six years later, she works as a dance instructor. She mentions that every time she sees two girls doing pliés at the barre she thinks of how she and Anna used to be.",1,2,2005,0,1,0,0,0,0,0,0
313,314,Cold Mountain,Charles Frazier,3.86,0802142842,eng,356,208001,4972,Grove Press," The novel opens in a Confederate military hospital where the protagonist, Inman, is recovering from a recent battle wound. Tired of fighting for a cause he never believed in and longing for his home at Cold Mountain, North Carolina, he decides to desert from the Confederate Army and sets out on an epic journey home. The narrative alternates between the story of Inman and that of Ada Monroe, a minister's daughter recently relocated from Charleston to the rural mountain community of Cold Mountain. Though they only knew each other for a brief time before Inman departed for the war, it is largely the hope of seeing Ada again that drives Inman to desert the army and make the dangerous journey back to Cold Mountain. Details of their brief history together are told at intervals in flashback over the course of the novel. At Cold Mountain, Ada's father soon dies and the farm where the genteel city-bred Ada lives, named Black Cove, is soon reduced to a state of disrepair. A young woman named Ruby, outspoken and resourceful, soon moves in and begins to help Ada to overcome her circumstances and the two of them form a close friendship as they attempt to survive in this harsh war-torn environment. Inman's journey to return to Ada is perilous. He faces starvation, extreme weather, the constant harassment of the Home Guard sent to track down deserters, and the treachery of other desperate individuals. He is at times aided in his journey by strangers equally affected by the horrors of war. Frazier's narrative depicts a bleak landscape of America during the Civil War focusing on the emotional and psychological scars left upon combatants and citizens alike.",1,9,2006,1,0,0,0,0,0,0,0
314,315,Cold Mountain,Charles Frazier,3.86,0871136791,eng,356,1088,127,Atlantic Monthly Press (NYC)," The novel opens in a Confederate military hospital where the protagonist, Inman, is recovering from a recent battle wound. Tired of fighting for a cause he never believed in and longing for his home at Cold Mountain, North Carolina, he decides to desert from the Confederate Army and sets out on an epic journey home. The narrative alternates between the story of Inman and that of Ada Monroe, a minister's daughter recently relocated from Charleston to the rural mountain community of Cold Mountain. Though they only knew each other for a brief time before Inman departed for the war, it is largely the hope of seeing Ada again that drives Inman to desert the army and make the dangerous journey back to Cold Mountain. Details of their brief history together are told at intervals in flashback over the course of the novel. At Cold Mountain, Ada's father soon dies and the farm where the genteel city-bred Ada lives, named Black Cove, is soon reduced to a state of disrepair. A young woman named Ruby, outspoken and resourceful, soon moves in and begins to help Ada to overcome her circumstances and the two of them form a close friendship as they attempt to survive in this harsh war-torn environment. Inman's journey to return to Ada is perilous. He faces starvation, extreme weather, the constant harassment of the Home Guard sent to track down deserters, and the treachery of other desperate individuals. He is at times aided in his journey by strangers equally affected by the horrors of war. Frazier's narrative depicts a bleak landscape of America during the Civil War focusing on the emotional and psychological scars left upon combatants and citizens alike.",16,5,1997,1,0,0,0,0,0,0,0
315,316,For One More Day,Mitch Albom,4.1,1401303277,eng,197,113593,6830,Hachette Books," The book's theme is mortality: it analyzes how people might react to the chance to have a dead relative back for a day. The book tells the story of Charley “Chick” Benetto, a former baseball player who encounters a myriad of problems with his career, finances, family and alcohol abuse. This leads him to become suicidal. Charley goes on a drunken rampage and decides he is going to end his life in his old home town, but when he misses the exit, he turns around driving down the wrong side of the highway causing an accident, Charley flees to his old home – his suicide attempt an apparent failure – to see his mother, who had died eight years prior. Benetto returns to his old family home, and spends one more day with his mother, wherein a number of previously unknown factors related to his difficult childhood and troubled relationship with his father are revealed to him. His mother assists him in resolving his issues and getting his life back on track. The day ends when Benetto regains consciousness at the scene of the accident in a police officer's arms. The book's epilogue describes how Benetto was inspired by his experience to quit drinking and reconcile with family, including his daughter, Maria, before his death five years later. At the end, Maria is revealed to have been the narrator of the story.",26,9,2006,1,0,0,0,0,0,0,0
316,317,Light in August,William Faulkner,3.94,0679732268,eng,507,47794,1920,Vintage," The narrative structure consists of three connected plot-strands. The first strand tells the story of Lena Grove, a young pregnant woman from Doane's Mill, Alabama, who is trying to find Lucas Burch, the father of her unborn child. He has been fired from his job at Doane's Mill and moved to Mississippi, promising to ""send for"" her when he has a new job. Not hearing from Burch, and harassed by her older brother, Lena walks and hitch-hikes ""a fur piece"" to Jefferson, Mississippi, a town in Faulkner's fictional Yoknapatawpha County. There she expects to find Lucas working at another planing mill, ready to marry her. Those who help her along her four-week trek are skeptical that Lucas Burch will be found east of the Mississippi, or that he will keep his promise when she catches up with him. When she arrives in Jefferson, Lucas is there, but he has changed his name to Joe Brown. Looking for Lucas at the local planing mill, she meets Byron Bunch, who falls in love with Lena but scrupulously tries to give her a chance with Joe Brown. Byron is a puritanical workaholic who fears idleness as a snare of the devil. Joe Brown is a deceiving slacker. The narrative of Lena's story builds a framework around the two other plot-strands. One of these is the story of the enigmatic Joe Christmas. Christmas came to Jefferson three years before the novel's beginning, and got a job at the planing mill. The work at the planing mill is a cover up for his illegal alcohol business. He has a sexual relationship with Joanna Burden, an older woman who descended from a formerly powerful abolitionist family. Joanna Burden continues her ancestors' struggle for Black emancipation, which makes her an outsider in the society of Jefferson, much like Christmas. Her relationship with Christmas begins rather unusually, with Christmas sneaking into her house to steal food, for he has not eaten in twenty-four hours. As a result of sexual frustration and the beginning of menopause, Joanna turns to religion. Joanna's turn to religion is frustrating for Christmas, who as a child ran away from his abusive adoptive parents who were conservatively religious. At the end of her relationship to Christmas, Joanna tries to force him, at gunpoint, to kneel and pray. Joanna is murdered soon after: her throat is slit and she is nearly decapitated. The novel leaves readers uncertain whether Joe Christmas or Joe Brown is the murderer. Brown is Christmas' business partner in a moon-shining enterprise and is the father of Lena's child; Lena knew him as Lucas Burch. He is leaving Joanna's burning house when a passing farmer stops to investigate and pull Joanna's body from the fire. The sheriff at first suspects Joe Brown, but initiates a man-hunt for Christmas after Brown claims that Christmas is black. The man-hunt is fruitless, but then Christmas arrives undisguised in Mottstown, a neighboring town; he is on his way back to Jefferson, no longer running. In Mottstown, he is arrested and jailed, then moved to Jefferson. His grandmother visits him in the Jefferson jail and advises him to seek help from Gail Hightower. As police escort him to the local court, Christmas breaks free and runs to Hightower's house. A zealous national guardsman, Percy Grimm, follows him there and, over Hightower's protest, shoots and castrates Joe Christmas. The third plot strand tells the story of Reverend Gail Hightower. He is obsessed by the past adventures of his Confederate grandfather, who was killed while stealing chickens from a farmer's shed. Hightower's community dislikes him because of his sermons about his dead grandfather, and because of the scandal surrounding his personal life: his wife committed adultery, and later killed herself, turning the town against Hightower and effectively making him a pariah. The only character who does not turn his back on the Reverend Hightower is Byron Bunch, who visits Hightower from time to time. Bunch tries to convince Hightower to give the imprisoned Joe Christmas an alibi, but Hightower initially refuses. When Joe Christmas escapes from police custody he runs to Hightower's house, seeking to hide. Hightower then accepts Byron's suggestion, but it is too late as Percy Grimm is close behind. Hightower is then seen musing over his past alone in his house as he prepares for his own death. Before Christmas' escape attempt, Hightower delivered Lena's child in the cabin where Brown and Christmas had been staying before the murder, and Byron arranges for Brown/Burch to come and see her. However, when Brown gets there, he runs again, and Byron follows him, instigating a fight which he loses. Brown gets into a moving train and is not seen again. At the end of the story, an anonymous man is talking to his wife about two strangers he picked up on a trip to Tennessee, recounting that the woman had a child and the man was not the father. This was Lena and Byron, who were conducting a half-hearted search for Brown, and they are eventually dropped off in Tennessee.",30,1,1991,1,0,0,0,0,0,0,0
317,318,Light in August,William Faulkner,3.94,067964248X,eng,460,329,35,Modern Library," The narrative structure consists of three connected plot-strands. The first strand tells the story of Lena Grove, a young pregnant woman from Doane's Mill, Alabama, who is trying to find Lucas Burch, the father of her unborn child. He has been fired from his job at Doane's Mill and moved to Mississippi, promising to ""send for"" her when he has a new job. Not hearing from Burch, and harassed by her older brother, Lena walks and hitch-hikes ""a fur piece"" to Jefferson, Mississippi, a town in Faulkner's fictional Yoknapatawpha County. There she expects to find Lucas working at another planing mill, ready to marry her. Those who help her along her four-week trek are skeptical that Lucas Burch will be found east of the Mississippi, or that he will keep his promise when she catches up with him. When she arrives in Jefferson, Lucas is there, but he has changed his name to Joe Brown. Looking for Lucas at the local planing mill, she meets Byron Bunch, who falls in love with Lena but scrupulously tries to give her a chance with Joe Brown. Byron is a puritanical workaholic who fears idleness as a snare of the devil. Joe Brown is a deceiving slacker. The narrative of Lena's story builds a framework around the two other plot-strands. One of these is the story of the enigmatic Joe Christmas. Christmas came to Jefferson three years before the novel's beginning, and got a job at the planing mill. The work at the planing mill is a cover up for his illegal alcohol business. He has a sexual relationship with Joanna Burden, an older woman who descended from a formerly powerful abolitionist family. Joanna Burden continues her ancestors' struggle for Black emancipation, which makes her an outsider in the society of Jefferson, much like Christmas. Her relationship with Christmas begins rather unusually, with Christmas sneaking into her house to steal food, for he has not eaten in twenty-four hours. As a result of sexual frustration and the beginning of menopause, Joanna turns to religion. Joanna's turn to religion is frustrating for Christmas, who as a child ran away from his abusive adoptive parents who were conservatively religious. At the end of her relationship to Christmas, Joanna tries to force him, at gunpoint, to kneel and pray. Joanna is murdered soon after: her throat is slit and she is nearly decapitated. The novel leaves readers uncertain whether Joe Christmas or Joe Brown is the murderer. Brown is Christmas' business partner in a moon-shining enterprise and is the father of Lena's child; Lena knew him as Lucas Burch. He is leaving Joanna's burning house when a passing farmer stops to investigate and pull Joanna's body from the fire. The sheriff at first suspects Joe Brown, but initiates a man-hunt for Christmas after Brown claims that Christmas is black. The man-hunt is fruitless, but then Christmas arrives undisguised in Mottstown, a neighboring town; he is on his way back to Jefferson, no longer running. In Mottstown, he is arrested and jailed, then moved to Jefferson. His grandmother visits him in the Jefferson jail and advises him to seek help from Gail Hightower. As police escort him to the local court, Christmas breaks free and runs to Hightower's house. A zealous national guardsman, Percy Grimm, follows him there and, over Hightower's protest, shoots and castrates Joe Christmas. The third plot strand tells the story of Reverend Gail Hightower. He is obsessed by the past adventures of his Confederate grandfather, who was killed while stealing chickens from a farmer's shed. Hightower's community dislikes him because of his sermons about his dead grandfather, and because of the scandal surrounding his personal life: his wife committed adultery, and later killed herself, turning the town against Hightower and effectively making him a pariah. The only character who does not turn his back on the Reverend Hightower is Byron Bunch, who visits Hightower from time to time. Bunch tries to convince Hightower to give the imprisoned Joe Christmas an alibi, but Hightower initially refuses. When Joe Christmas escapes from police custody he runs to Hightower's house, seeking to hide. Hightower then accepts Byron's suggestion, but it is too late as Percy Grimm is close behind. Hightower is then seen musing over his past alone in his house as he prepares for his own death. Before Christmas' escape attempt, Hightower delivered Lena's child in the cabin where Brown and Christmas had been staying before the murder, and Byron arranges for Brown/Burch to come and see her. However, when Brown gets there, he runs again, and Byron follows him, instigating a fight which he loses. Brown gets into a moving train and is not seen again. At the end of the story, an anonymous man is talking to his wife about two strangers he picked up on a trip to Tennessee, recounting that the woman had a child and the man was not the father. This was Lena and Byron, who were conducting a half-hearted search for Brown, and they are eventually dropped off in Tennessee.",2,4,2002,1,0,0,0,0,0,0,0
